,Name,Age,Height_in_cms,Weight_in_kgs,BP,Attacking,Skill,Movement,Power,Mentality,Defending,Goalkeeping,ST,LW,CF,RW,CAM,LM,CM,RM,LWB,CDM,RWB,LB,CB,RB,GK,OVA
10096,V. Hernández,31,160.02,60.300000000000004,LM,299,298,414,328,265,100,64,64,71,69,71,70,70,63,70,55,49,55,51,40,51,18,71
10097,Samu Sáiz,29,175.26,67.5,RW,301,356,382,337,294,66,62,66,71,70,71,70,70,65,70,51,48,51,47,38,47,18,70
10098,Xavi Sintes,16,190.5,77.4,CB,251,252,279,272,262,172,51,51,51,52,51,53,53,55,53,56,59,56,56,60,56,16,60
10099,A. Jonjić,20,182.88,74.25,RM,252,285,341,280,232,90,57,56,61,59,61,59,60,54,60,49,45,49,47,41,47,16,61
10100,Moha,20,180.34,74.25,RM,297,317,358,287,241,109,55,62,67,65,67,65,67,61,67,56,51,56,53,43,53,16,68
10101,J. McGhee,19,185.42,69.3,CB,205,202,302,277,208,183,71,42,44,41,44,43,46,46,46,57,56,57,58,61,58,18,59
10102,J. Brandon,21,175.26,69.3,RM,272,277,356,280,274,176,50,58,60,59,60,59,62,58,62,61,59,61,62,60,62,15,63
10103,M. Skóraś,20,172.72,63.45,RM,245,264,360,275,257,96,44,53,59,56,59,58,60,54,60,52,49,52,49,42,49,13,61
10104,Samu Manchón,22,170.18,62.550000000000004,CAM,238,284,351,207,244,84,55,53,62,59,62,61,61,54,61,48,44,48,45,36,45,16,62
10105,T. Augello,25,180.34,69.3,LB,255,283,366,284,285,198,51,55,62,59,62,60,63,61,63,68,64,68,68,64,68,16,70
10106,C. Borja,27,180.34,65.7,LB,281,293,384,322,303,215,57,61,68,65,68,67,70,68,70,73,70,73,73,69,73,17,75
10107,Kike Hermoso,20,190.5,75.60000000000001,CB,195,188,253,268,236,196,61,43,41,41,41,42,42,44,42,53,55,53,56,63,56,17,63
10108,L. Scherff,23,175.26,69.3,LM,265,279,380,330,273,169,61,59,63,61,63,61,64,59,64,63,58,63,62,57,62,17,65
10109,Felipe Curcio,25,185.42,80.55,LWB,311,373,340,362,314,193,61,63,67,65,67,67,68,68,68,69,68,69,68,66,68,17,69
10110,R. Benson,28,175.26,76.5,CM,289,299,343,335,290,173,58,61,61,61,61,62,62,62,62,62,61,62,61,60,61,16,62
10111,R. Villagra,19,177.8,75.60000000000001,CDM,265,287,319,299,289,178,46,57,59,59,59,59,61,61,61,62,62,62,61,60,61,15,63
10112,T. Alarcón,19,175.26,69.3,CB,230,264,330,309,279,194,49,53,54,54,54,56,55,59,55,61,65,61,62,66,62,16,66
10113,Jung Sung Ryong,35,190.5,90.45,GK,85,89,209,186,120,33,351,27,24,27,24,26,26,28,26,24,26,24,24,23,24,68,69
10114,F. Torsteinbø,29,182.88,73.35000000000001,CAM,310,314,336,334,298,155,51,64,64,64,64,64,64,63,64,60,60,60,59,58,59,16,63
10115,A. Buksa,17,187.96,72.45,ST,254,241,318,314,206,51,52,60,58,59,58,57,57,51,57,43,39,43,41,35,41,17,60
10116,S. Lex,30,177.8,74.25,RW,291,307,398,323,254,77,57,64,68,66,68,66,67,59,67,53,48,53,50,42,50,17,66
10117,P. Gazzaniga,28,195.57999999999998,89.10000000000001,GK,106,160,303,260,176,58,397,33,35,36,35,40,38,41,38,34,37,34,33,32,33,76,77
10118,J. Meffert,25,185.42,75.60000000000001,CDM,275,287,297,354,299,206,56,56,57,58,57,60,60,65,60,66,68,66,66,68,66,17,69
10119,Ryan Mendes,27,175.26,72.45,RM,303,348,412,304,273,79,44,68,74,72,74,72,73,65,73,56,51,56,51,41,51,15,74
10120,S. Diawara,35,187.96,87.3,CB,247,232,291,311,269,214,42,49,50,50,50,51,53,56,53,63,67,63,67,72,67,12,73
10121,R. Nuñez,22,167.64000000000001,66.60000000000001,CAM,239,246,329,275,270,137,43,55,58,59,58,60,58,60,58,55,56,55,54,51,54,14,60
10122,V. Dekić,19,190.5,79.2,GK,76,85,168,165,108,37,299,25,23,25,23,26,24,26,24,21,24,21,20,22,20,59,60
10123,Jota,21,175.26,66.60000000000001,RM,319,352,407,319,280,78,51,68,72,71,72,70,71,63,71,55,50,55,52,43,52,16,72
10124,N. Kilkenny,34,172.72,66.60000000000001,CDM,266,337,305,323,339,183,69,55,61,60,61,64,63,67,63,63,68,63,61,63,61,20,67
10125,H. Perritt,19,185.42,69.3,RB,201,205,292,256,205,158,60,43,46,44,46,45,49,46,49,54,52,54,54,53,54,16,56
10126,A. Yiadom B,28,180.34,74.25,RB,281,305,380,336,324,217,42,64,68,67,68,67,69,66,69,72,69,72,72,70,72,15,74
10127,P. Kpohomouh,17,185.42,76.5,CB,193,165,277,273,225,172,53,41,38,38,38,38,40,41,40,51,51,51,53,58,53,15,59
10128,E. Hazard,29,175.26,73.35000000000001,LW,388,427,448,361,353,83,45,82,87,86,87,87,86,80,86,65,62,65,59,49,59,18,88
10129,A. Virginius,17,180.34,61.65,RW,248,233,368,246,219,70,59,58,61,60,61,58,59,50,59,45,38,45,43,34,43,16,61
10130,S. Lukić,23,182.88,76.5,CM,326,375,336,330,331,212,48,65,70,70,70,72,71,74,71,71,73,71,69,69,69,16,74
10131,Bruma,25,172.72,69.3,LM,323,371,426,351,300,81,52,71,76,75,76,75,75,68,75,59,54,59,55,45,55,17,76
10132,N. Madueke,18,175.26,64.35000000000001,CAM,292,344,390,314,265,111,51,66,70,70,70,70,69,63,69,55,52,55,52,46,52,18,70
10133,J. Knight,19,175.26,71.55,CAM,287,288,341,315,280,166,52,61,63,63,63,64,64,64,64,61,61,61,60,57,60,17,65
10134,K. Papadopoulos,27,185.42,86.4,CB,239,214,280,352,280,208,52,50,44,46,44,46,45,50,45,57,62,57,61,71,61,16,72
10135,R. Burrell,19,185.42,71.55,ST,215,209,330,261,205,35,63,54,53,53,53,50,51,42,51,36,31,36,35,29,35,17,54
10136,Lee Si Heon,22,177.8,66.60000000000001,RM,247,252,311,267,229,120,53,53,56,55,56,56,57,53,57,50,46,50,48,42,48,14,56
10137,Júnior Urso,31,177.8,71.55,CDM,289,295,342,367,322,214,55,67,67,69,67,69,68,71,68,70,73,70,70,72,70,17,71
10138,J. Van Rankin B,27,177.8,72.45,RB,255,298,363,303,317,208,53,56,61,59,61,61,64,64,64,70,68,70,70,68,70,16,72
10139,F. Caligara,20,180.34,73.35000000000001,CM,272,302,294,302,274,181,48,57,58,59,58,61,58,62,58,58,62,58,58,61,58,15,62
10140,H. Reed,25,170.18,71.55,CDM,285,330,362,324,340,212,54,62,67,66,67,68,69,70,69,71,72,71,70,68,70,16,73
10141,N. Şahin,31,180.34,72.45,CM,363,395,281,357,326,220,59,67,69,69,69,72,69,76,69,70,74,70,69,71,69,19,75
10142,C. Söyüncü,24,185.42,81.45,CB,284,278,335,335,317,242,34,61,60,61,60,62,62,66,62,72,76,72,73,80,73,14,80
10143,R. Bellanova,20,187.96,81.45,RB,249,237,322,244,271,199,39,50,57,53,57,54,59,55,59,66,61,66,66,64,66,14,68
10144,B. Bjarnason,32,182.88,76.5,ST,336,289,350,372,324,179,50,69,68,69,68,68,68,68,68,67,67,67,66,66,66,17,68
10145,Aleix Febas,24,170.18,60.300000000000004,CAM,295,359,379,322,335,189,38,64,71,69,71,72,71,72,71,69,70,69,67,63,67,15,72
10146,R. Fernández,20,172.72,72.45,LB,222,228,323,260,223,180,47,43,49,45,49,47,52,51,52,60,56,60,60,55,60,15,62
10147,M. Ovenstad,26,182.88,69.3,CAM,293,296,334,346,309,161,59,62,62,62,62,63,62,62,62,60,60,60,60,59,60,18,62
10148,F. Kent,24,187.96,75.60000000000001,CB,211,219,306,280,243,193,53,49,50,50,50,52,53,56,53,61,63,61,62,65,62,16,65
10149,F. Acheampong,26,167.64000000000001,64.35000000000001,LM,337,352,448,390,315,151,62,76,78,77,78,77,78,72,78,67,64,67,65,58,65,20,76
10150,R. Tapia,24,185.42,77.4,CDM,305,340,337,369,339,218,60,65,66,66,66,67,67,70,67,70,72,70,70,72,70,19,73
10151,S. Tasci,31,185.42,80.55,CB,291,294,325,300,287,230,60,59,59,59,59,61,61,65,61,68,73,68,70,76,70,18,77
10152,O. Kayode,27,175.26,64.35000000000001,ST,321,304,413,346,296,103,55,72,70,71,70,69,69,62,69,55,53,55,53,50,53,17,72
10153,P. McMullan,24,167.64000000000001,67.5,RM,271,268,372,256,220,72,61,57,63,60,63,61,63,55,63,49,43,49,46,34,46,18,64
10154,S. Steijn,18,172.72,60.300000000000004,CAM,251,288,329,227,218,115,42,53,57,56,57,57,55,52,55,45,44,45,44,40,44,13,57
10155,F. Orellana,34,170.18,63.45,RM,365,399,375,300,317,105,65,74,79,78,79,79,78,73,78,59,57,59,55,47,55,20,79
10156,J. Chicco,21,185.42,72.45,CDM,252,271,279,329,275,199,44,58,58,60,58,61,60,64,60,62,66,62,62,65,62,15,67
10157,J. Green,25,167.64000000000001,71.55,RM,262,269,404,281,238,96,51,57,61,59,61,59,61,54,61,51,45,51,49,40,49,16,62
10158,L. Nieuwpoort,25,187.96,69.3,CB,218,268,301,292,217,186,51,49,50,49,50,49,52,52,52,59,59,59,59,61,59,15,61
10159,Rúben Neves,23,180.34,79.2,CM,365,414,337,382,386,215,56,71,75,75,75,78,76,81,76,76,79,76,74,72,74,19,82
10160,T. Richards,19,185.42,77.4,RM,261,276,307,296,276,124,57,56,58,57,58,57,58,56,58,53,52,53,51,49,51,16,57
10161,M. Ehmann,19,187.96,77.4,CB,187,185,288,260,211,170,55,42,41,41,41,42,43,46,43,52,56,52,55,60,55,16,60
10162,Carlos Nieto,24,177.8,73.35000000000001,LB,298,298,340,348,298,196,59,63,63,62,63,63,65,65,65,68,67,68,68,67,68,18,70
10163,S. Sama,27,187.96,86.4,CB,167,191,238,258,222,178,52,42,38,40,38,39,40,43,40,50,55,50,52,61,52,14,61
10164,Dani Rochelinhas,27,177.8,74.25,CAM,316,367,376,293,322,91,50,67,73,72,73,74,73,70,73,58,56,58,54,46,54,17,75
10165,Lee Dong Jun,23,172.72,63.45,ST,279,245,367,295,294,125,52,63,63,63,63,59,61,54,61,55,51,55,54,51,54,17,63
10166,Zé Uilton,27,175.26,66.60000000000001,RW,278,280,363,275,214,62,37,60,65,63,65,63,64,56,64,48,42,48,44,33,44,14,65
10167,D. Torres,27,175.26,72.45,LWB,305,299,353,342,238,185,58,57,62,58,62,60,64,62,64,67,64,67,65,61,65,15,69
10168,João Amaral,28,172.72,66.60000000000001,RM,309,338,400,313,270,111,47,68,72,71,72,70,71,64,71,58,52,58,55,45,55,17,72
10169,Wei Zhen,23,187.96,77.4,CB,220,223,325,259,250,186,41,48,50,49,50,52,52,55,52,58,60,58,60,61,60,14,61
10170,C. Robertson,26,187.96,75.60000000000001,CB,214,251,321,290,263,196,49,50,53,52,53,52,55,55,55,63,62,63,64,67,64,16,67
10171,M. Reus,31,180.34,70.65,CAM,389,422,410,373,360,132,61,80,85,84,85,84,83,79,83,68,65,68,63,54,63,20,85
10172,J. Omlin,26,187.96,79.2,GK,125,130,257,255,136,65,379,35,34,36,34,37,36,37,36,34,35,34,33,33,33,76,77
10173,B. Wood,27,180.34,78.3,ST,330,322,360,356,262,56,63,67,65,64,65,62,64,56,64,50,47,50,47,43,47,18,67
10174,F. Reese,22,187.96,79.2,ST,296,262,355,330,287,105,48,65,66,65,66,64,65,59,65,55,51,55,53,50,53,15,66
10175,Pablo Pérez,18,170.18,64.35000000000001,LB,226,226,332,243,257,172,47,49,53,50,53,50,55,51,55,59,54,59,59,56,59,15,61
10176,R. Bidounga,22,185.42,85.5,CB,177,167,278,274,219,183,41,40,38,38,38,37,40,40,40,51,50,51,53,58,53,14,59
10177,M. Johansson B,28,170.18,63.45,RB,252,289,401,308,291,203,59,62,67,65,67,63,69,63,69,71,66,71,70,65,70,18,72
10178,M. Mancienne,32,185.42,85.5,CB,242,240,330,310,263,198,61,53,53,53,53,55,57,58,57,63,65,63,64,67,64,18,67
10179,I. Ouali,32,175.26,69.3,LW,302,321,380,337,267,107,49,64,67,66,67,66,67,61,67,56,52,56,53,47,53,16,67
10180,A. Hleb,35,185.42,72.45,CAM,324,373,330,297,301,86,45,66,72,71,72,73,72,69,72,54,54,54,50,44,50,16,74
10181,Júnior Santos,25,187.96,84.15,ST,302,265,293,344,258,65,44,68,65,66,65,63,63,55,63,47,44,47,44,44,44,14,68
10182,M. Gajić,22,177.8,74.25,RWB,311,310,337,302,325,216,38,64,67,66,67,66,68,66,68,70,70,70,70,69,70,14,71
10183,D. Crispino,20,187.96,75.60000000000001,GK,72,89,175,186,93,49,324,23,23,24,23,25,23,25,23,21,23,21,21,23,21,64,64
10184,Dante,36,187.96,90.45,CB,305,313,248,323,310,236,51,58,56,58,56,61,59,68,59,67,75,67,68,76,68,17,76
10185,M. Kean,20,182.88,71.55,ST,321,301,381,347,260,71,47,74,70,72,70,68,67,58,67,49,45,49,47,44,47,16,74
10186,M. Diakité,30,193.04,87.3,CB,215,210,257,351,254,197,52,52,45,48,45,46,47,50,47,58,60,58,60,68,60,17,69
10187,B. Bannan,30,170.18,60.300000000000004,CM,322,375,381,317,341,140,45,63,70,69,70,72,72,73,72,64,65,64,61,53,61,16,73
10188,T. Christensen,20,177.8,72.45,CAM,272,320,355,278,239,127,53,59,65,63,65,65,65,61,65,54,51,54,51,44,51,16,65
10189,J. Yeboah,20,170.18,65.7,LM,283,254,383,282,208,66,52,60,64,62,64,61,63,54,63,48,41,48,45,37,45,16,64
10190,K. Freeman,27,177.8,78.3,RWB,300,269,330,328,258,199,65,60,63,61,63,62,64,62,64,66,63,66,65,63,65,18,67
10191,M. Hiller,23,187.96,88.2,GK,74,69,190,180,85,34,325,21,20,21,20,22,21,22,21,20,22,20,19,22,19,66,67
10192,Berto Cayarga,23,170.18,62.550000000000004,CAM,295,340,369,309,268,66,59,63,68,66,68,67,67,61,67,52,48,52,47,38,47,18,68
10193,R. Raveloson,23,182.88,72.45,RWB,301,291,355,340,296,195,55,63,65,65,65,66,66,67,66,68,67,68,67,65,67,17,67
10194,Sergio García,35,175.26,71.55,CF,371,376,356,324,328,98,56,76,77,77,77,77,76,71,76,57,56,57,53,49,53,19,77
10195,T. Hlatshwayo,30,187.96,87.3,CB,234,179,269,278,251,230,50,46,41,41,41,41,44,48,44,61,65,61,65,74,65,16,74
10196,B. Omeragic,18,187.96,73.35000000000001,CB,220,229,312,292,249,180,62,48,51,50,51,50,52,52,52,58,56,58,59,60,59,17,60
10197,M. Sarr,21,182.88,72.45,CB,306,316,349,337,308,227,49,64,64,64,64,65,66,67,66,72,73,72,73,75,73,16,75
10198,E. Nnamani,18,177.8,67.5,RW,213,221,318,216,191,53,42,49,52,50,52,49,50,41,50,37,31,37,34,27,34,11,52
10199,K. Pedersen,25,190.5,82.35000000000001,CB,267,241,309,330,294,217,49,57,60,59,60,59,63,63,63,72,70,72,72,74,72,17,74
10200,H. Rew,17,180.34,74.25,LB,195,217,282,257,211,135,46,43,44,43,44,44,46,45,46,49,48,49,49,48,49,14,51
10201,F. Martin,30,180.34,82.35000000000001,CAM,310,344,329,324,306,143,67,63,65,65,65,66,64,64,64,57,59,57,55,55,55,19,64
10202,E. Eze,23,185.42,79.2,ST,280,260,347,322,275,63,61,65,63,65,63,62,62,54,62,43,43,43,41,42,41,17,65
10203,S. Allagbé,26,187.96,70.65,GK,88,100,206,183,149,44,349,26,26,28,26,30,26,30,26,23,26,23,23,23,23,69,70
10204,M. Hongla,22,182.88,74.25,CDM,301,290,342,344,307,189,49,61,64,63,64,65,66,66,66,67,67,67,66,67,66,16,68
10205,S. Bender,31,185.42,80.55,CB,297,251,335,362,317,252,57,62,59,62,59,63,62,69,62,73,78,73,75,81,75,19,81
10206,M. Wölfli,36,185.42,87.3,GK,65,71,246,213,136,38,324,27,24,26,24,26,24,24,24,22,23,22,23,25,23,65,66
10207,V. Muriqi,26,193.04,85.5,ST,334,275,280,368,304,70,50,76,67,72,67,69,66,63,66,48,50,48,46,47,46,17,76
10208,T. Bašić,23,190.5,81.45,CM,325,367,298,349,329,206,52,66,68,68,68,70,69,73,69,69,71,69,68,69,68,17,73
10209,J. Torres,20,172.72,70.65,CDM,220,300,337,249,262,187,52,47,52,51,52,54,54,55,54,58,59,58,58,58,58,16,60
10210,R. Alvarado,21,175.26,69.3,CAM,330,368,376,359,322,164,62,70,75,74,75,75,75,73,75,68,65,68,65,58,65,19,76
10211,A. Nocerino,33,175.26,74.25,CDM,324,335,332,345,342,197,47,66,65,66,65,68,66,70,66,66,70,66,66,66,66,15,71
10212,M. Ihiekwe,27,185.42,80.55,CB,226,212,322,299,253,202,51,51,50,49,50,49,51,51,51,61,62,61,63,68,63,17,68
10213,J. Rojas,27,177.8,65.7,RW,320,319,407,349,243,90,39,69,69,68,69,66,69,59,69,53,47,53,51,43,51,14,69
10214,C. De Norre,23,175.26,74.25,RWB,308,323,354,357,316,203,57,65,68,67,68,67,69,68,69,71,68,71,69,66,69,17,71
10215,M. Cox,17,182.88,73.35000000000001,GK,51,56,173,164,73,28,257,17,16,17,16,17,16,17,16,15,16,15,15,16,15,49,50
10216,B. Megyeri,30,187.96,88.2,GK,79,70,234,234,127,38,341,26,24,26,24,27,25,26,25,23,24,23,22,24,22,68,69
10217,Danny Henriques,22,185.42,80.55,CB,207,184,263,257,235,194,44,41,41,41,41,43,45,49,45,55,59,55,57,62,57,14,62
10218,S. Köhler,23,185.42,71.55,CDM,260,272,312,328,292,193,53,59,59,61,59,62,61,64,61,62,65,62,62,63,62,17,66
10219,A. Koselev,26,200.66,89.10000000000001,GK,55,70,179,181,105,38,333,23,21,23,21,24,22,24,22,21,24,21,20,24,20,68,69
10220,B. Gueye,25,193.04,83.25,ST,269,224,313,343,245,50,42,66,58,62,58,58,56,50,56,39,39,39,38,40,38,15,66
10221,P. Rosario,23,187.96,72.45,CDM,306,320,340,375,333,214,45,68,67,69,67,70,68,73,68,70,74,70,70,72,70,16,75
10222,A. Cruz,22,172.72,61.65,LB,268,319,358,255,278,205,52,53,61,58,61,60,64,63,64,69,66,69,69,64,69,16,71
10223,T. Sasaki,22,165.1,58.5,RM,244,259,390,289,222,97,47,53,59,57,59,58,59,54,59,49,44,49,47,38,47,14,60
10224,M. Weigandt,20,175.26,71.55,RB,218,222,353,268,261,190,56,51,56,53,56,52,56,52,56,63,59,63,63,62,63,17,65
10225,M. Wynne,31,175.26,81.45,CB,262,260,378,349,289,194,57,60,60,59,60,57,60,55,60,65,61,65,65,66,65,17,67
10226,J. Insaurralde,35,187.96,86.4,CB,247,229,221,304,276,214,53,49,46,47,46,50,49,57,49,60,68,60,62,71,62,17,71
10227,M. Costanzo,31,177.8,73.35000000000001,CM,308,339,315,311,338,145,59,64,65,66,65,66,64,65,64,58,60,58,57,56,57,18,66
10228,M. Chada,27,177.8,76.5,RM,244,243,312,295,248,98,48,55,56,56,56,55,57,52,57,48,46,48,47,42,47,15,55
10229,A. Candela,19,185.42,78.3,RB,265,283,357,282,275,179,55,57,61,58,61,58,61,55,61,62,58,62,62,61,62,16,63
10230,A. Landázuri,23,177.8,72.45,CB,233,198,314,338,214,180,48,48,49,46,49,47,50,48,50,60,56,60,60,61,60,15,62
10231,P. Iemmello,28,177.8,73.35000000000001,ST,320,313,373,349,258,50,51,70,69,70,69,67,68,60,68,49,45,49,46,38,46,17,70
10232,G. Maggiore,22,182.88,68.4,CM,265,296,321,325,313,183,37,60,61,63,61,65,63,67,63,64,67,64,63,63,63,14,67
10233,C. Styles,20,167.64000000000001,59.4,CAM,268,291,371,294,283,159,49,58,63,62,63,64,62,63,62,59,59,59,57,55,57,15,63
10234,A. Kol,19,175.26,69.3,ST,309,273,368,325,251,55,57,64,64,63,64,62,63,56,63,46,43,46,44,39,44,16,64
10235,E. Palacios,21,177.8,69.3,CM,347,346,385,386,356,206,38,74,76,76,76,77,76,77,76,74,74,74,73,70,73,15,77
10236,K. Johnsson,30,187.96,83.25,GK,106,114,252,246,148,52,375,33,31,34,31,36,34,38,34,30,35,30,29,31,29,75,76
10237,T. Murphy,18,182.88,77.4,GK,62,69,163,165,78,29,268,19,17,18,17,18,18,18,18,18,18,18,18,18,18,51,52
10238,J. Koorman,20,180.34,69.3,CAM,260,286,335,251,222,122,43,54,59,57,59,58,58,53,58,50,47,50,48,43,48,14,59
10239,B. Engels,25,193.04,82.35000000000001,CB,280,252,272,293,294,221,50,58,56,57,56,59,59,64,59,67,72,67,68,74,68,16,74
10240,Y. Del Valle,26,172.72,74.25,RM,325,347,394,351,307,94,55,72,74,74,74,73,73,68,73,59,56,59,56,50,56,18,74
10241,D. Garcia,23,167.64000000000001,63.45,CAM,289,318,372,232,290,153,41,60,65,65,65,66,66,64,66,59,58,59,57,53,57,14,67
10242,R. Philippoteaux,32,170.18,65.7,LM,306,325,382,299,306,111,55,67,70,70,70,70,70,67,70,60,58,60,57,49,57,17,71
10243,A. Hložek,17,187.96,85.5,ST,350,348,376,363,302,82,51,73,73,73,73,72,73,67,73,55,54,55,52,48,52,17,74
10244,J. Eastham,18,180.34,64.35000000000001,GK,69,80,183,180,97,34,281,21,20,22,20,24,22,25,22,20,23,20,19,20,19,55,56
10245,M. O'Malley,19,170.18,68.4,LB,163,170,279,224,217,161,51,38,42,40,42,39,43,40,43,50,46,50,51,50,51,14,53
10246,J. Andersson,23,177.8,70.65,RWB,272,308,400,315,310,196,52,60,66,64,66,65,68,66,68,70,68,70,69,65,69,18,71
10247,K. Harr,20,187.96,76.5,GK,60,52,240,215,111,31,290,23,20,21,20,22,21,20,21,20,21,20,20,23,20,56,57
10248,L. Bowyer,34,175.26,68.4,CM,310,323,300,343,347,188,59,64,65,66,65,68,67,69,67,66,69,66,66,66,66,16,69
10249,A. Whiteman,21,187.96,83.25,GK,72,82,180,192,91,48,314,22,21,22,21,24,23,24,23,22,24,22,21,23,21,62,63
10250,B. El Mohamady,23,180.34,74.25,CB,258,279,350,326,279,207,60,55,60,57,60,59,62,60,62,68,66,68,68,69,68,18,69
10251,K. Thuram,19,193.04,80.55,CDM,297,314,328,335,302,210,50,63,65,65,65,66,66,68,66,69,70,69,69,70,69,16,71
10252,N. Kuveljić,23,193.04,84.15,CDM,222,254,297,299,281,180,35,53,54,54,54,56,55,57,55,59,62,59,59,62,59,13,63
10253,J. Weigel,18,185.42,79.2,CB,220,211,263,267,244,168,43,45,44,43,44,44,46,47,46,53,55,53,54,58,54,13,56
10254,L. Connell,19,177.8,74.25,CAM,265,311,317,292,275,156,44,54,60,58,60,61,61,61,61,59,59,59,57,52,57,14,61
10255,Y. Bourhane,21,182.88,73.35000000000001,CDM,237,266,254,278,263,181,48,51,53,53,53,55,56,60,56,59,62,59,60,61,60,15,63
10256,K. Lawrence,27,177.8,72.45,LB,275,337,389,340,285,217,52,61,64,62,64,62,66,63,66,72,68,72,72,71,72,16,74
10257,L. O'Brien,21,172.72,62.550000000000004,LWB,282,286,364,303,310,194,51,62,66,66,66,67,67,67,67,68,67,68,67,62,67,16,68
10258,A. van der Heide,18,175.26,69.3,LW,240,273,353,245,215,80,53,55,61,58,61,57,59,49,59,45,39,45,42,34,42,15,61
10259,J. Papeau,24,177.8,79.2,CAM,261,301,349,263,235,119,58,57,60,59,60,60,60,55,60,50,48,50,48,46,48,16,60
10260,R. Cannon,22,180.34,74.25,RB,243,272,398,317,276,204,47,56,63,60,63,61,66,62,66,70,66,70,70,67,70,15,72
10261,W. Abdullah,34,190.5,85.5,GK,75,92,209,211,139,41,315,26,25,28,25,30,27,32,27,25,29,25,24,25,24,62,63
10262,Manuel da Costa,34,190.5,83.25,CB,229,236,250,362,267,215,48,51,47,49,47,50,49,56,49,60,67,60,63,72,63,15,72
10263,L. Chalá,22,187.96,69.3,GK,60,65,166,160,90,31,271,19,17,19,17,20,18,20,18,18,20,18,17,19,17,54,55
10264,A. Šporar,26,185.42,81.45,ST,362,317,369,370,274,44,43,76,74,74,74,73,72,64,72,50,46,50,46,39,46,16,76
10265,R. Alioui,28,185.42,81.45,ST,328,321,317,371,280,71,54,72,69,71,69,68,67,61,67,51,49,51,47,46,47,17,72
10266,A. Long,27,185.42,85.5,CB,261,259,355,329,296,223,53,59,59,59,59,61,62,64,62,68,71,68,70,75,70,17,75
10267,Cheon Seong-Hoon,19,190.5,78.3,ST,258,207,290,282,226,81,42,57,54,55,54,53,52,47,52,42,40,42,42,41,42,13,57
10268,Gustavo Cascardo,22,175.26,65.7,RB,232,284,385,305,288,192,44,56,61,59,61,59,62,59,62,65,62,65,65,62,65,14,66
10269,B. Pernot,21,187.96,75.60000000000001,CB,195,230,318,271,223,178,55,47,50,49,50,52,52,54,52,56,59,56,57,61,57,16,61
10270,N. Simon,20,170.18,61.65,CAM,232,290,346,230,251,170,52,49,56,54,56,57,56,56,56,56,55,56,56,53,56,15,56
10271,J. Vivanco,21,182.88,72.45,CB,186,181,263,240,220,178,46,41,40,40,40,40,42,42,42,52,52,52,54,57,54,13,58
10272,M. Williamsen,16,185.42,70.65,CB,148,132,239,209,190,151,51,33,31,31,31,30,31,32,31,40,41,40,43,49,43,15,49
10273,T. Castagne,24,180.34,79.2,RWB,320,314,377,329,320,225,63,69,74,73,74,73,76,74,76,78,75,78,77,73,77,19,77
10274,Yaki Yen,31,182.88,72.45,CB,212,220,325,295,219,185,43,47,46,44,46,42,48,44,48,59,55,59,61,62,61,15,62
10275,Jannick,21,177.8,82.35000000000001,CDM,262,275,318,328,275,174,50,58,57,58,57,58,59,60,59,59,61,59,59,60,59,15,60
10276,D. Moberg Karlsson,26,177.8,73.35000000000001,RM,305,350,391,332,267,85,50,68,72,71,72,70,72,63,72,54,49,54,51,42,51,17,73
10277,M. Lucero,27,187.96,80.55,LM,288,300,327,289,244,78,48,62,64,63,64,63,64,59,64,52,49,52,49,42,49,16,64
10278,C. Keita,23,182.88,75.60000000000001,LWB,246,288,364,274,283,193,58,56,64,61,64,62,66,62,66,67,63,67,66,62,66,18,67
10279,E. Flores,26,170.18,69.3,CAM,298,331,381,352,259,105,60,64,70,68,70,69,69,64,69,56,52,56,52,44,52,17,69
10280,M. Pereira Lage,23,180.34,66.60000000000001,RM,354,349,372,376,297,95,46,70,72,71,72,71,72,70,72,61,59,61,58,51,58,15,73
10281,J. Ortiz,38,172.72,73.35000000000001,RB,255,282,321,271,272,193,50,52,58,55,58,57,60,58,60,63,60,63,62,61,62,16,64
10282,A. Meret,23,190.5,82.35000000000001,GK,100,101,248,232,106,43,382,32,27,29,27,27,28,27,28,27,27,27,27,28,27,77,78
10283,I. Diomandé,27,182.88,81.45,CDM,289,297,329,363,282,210,58,60,61,61,61,62,63,66,63,69,71,69,69,71,69,18,72
10284,F. Castillo,28,175.26,73.35000000000001,RW,309,360,423,348,305,122,53,71,76,74,76,73,74,67,74,62,58,62,59,52,59,16,75
10285,M. Olsson,32,177.8,80.55,LB,316,328,358,355,318,212,48,66,68,67,68,67,68,67,68,69,68,69,69,69,69,17,71
10286,Y. Keitel,20,185.42,84.15,CDM,241,273,292,265,265,180,49,51,54,53,54,56,56,59,56,58,60,58,58,59,58,14,61
10287,J. Márquez,20,177.8,67.5,RWB,278,288,343,321,292,190,46,60,62,62,62,62,64,63,64,66,64,66,65,63,65,15,65
10288,L. Aveldaño,33,185.42,81.45,CB,246,205,248,347,308,194,52,56,49,52,49,52,51,58,51,58,65,58,60,68,60,16,69
10289,Cui Lin,22,182.88,71.55,LB,160,171,277,227,220,151,55,39,42,40,42,38,42,38,42,47,43,47,48,48,48,15,50
10290,D. Maatsen,19,185.42,75.60000000000001,CB,197,172,285,262,212,178,53,42,43,42,43,42,44,45,44,52,51,52,54,57,54,13,57
